trajectory_id,sample_stratum,analyst_1,analyst_2,analyst_3,full_agreement,majority_label
485f82_0db9c0bb,not_flagged,Clean,Spoofed,Clean,False,Clean
a0cbd6_c8a83a58,not_flagged,Clean,Clean,Clean,True,Clean
4baa0a_14aa25f0,not_flagged,Clean,Clean,Clean,True,Clean
abb5a2_2964ecb4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4d2250_3625bdea,not_flagged,Clean,Clean,Clean,True,Clean
01023d_ecffc26b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
aa4027_965a8e34,not_flagged,Clean,Clean,Clean,True,Clean
75027e_a64e7951,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
495304_1db10fb7,not_flagged,Clean,Clean,Clean,True,Clean
484133_eab5a07e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a5cc37_aae2b5ed,not_flagged,Clean,Clean,Clean,True,Clean
750255_37857405,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3e728c_cfafa2ed,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
899081_2f5f99d6,not_flagged,Clean,Clean,Spoofed,False,Clean
4402ac_03c216aa,not_flagged,Clean,Clean,Clean,True,Clean
a288e4_7dabf808,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a6d2ce_6eb84038,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb1e8_cdd11991,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb213_65166ab7,flagged,Spoofed,Spoofed,Clean,False,Spoofed
3991ea_7d73293f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7820a7_a1800127,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a3af_aa086d6a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
aa7315_e077a2c2,not_flagged,Clean,Clean,Clean,True,Clean
0a009c_eee042fa,not_flagged,Clean,Clean,Clean,True,Clean
4baacd_fdd3175b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
e80468_795a1220,not_flagged,Clean,Clean,Clean,True,Clean
a01f13_c6d15dd6,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
76bcc1_5ef3a6e4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ad64ca_b6784470,not_flagged,Clean,Clean,Clean,True,Clean
4d227c_3aa6dfa9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
407568_93c67bc6,not_flagged,Clean,Clean,Clean,True,Clean
408016_adde84c5,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
aab1af_c1ba37c9,not_flagged,Clean,Clean,Clean,True,Clean
a98ac7_f894c196,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
484ee7_337a6545,not_flagged,Clean,Clean,Clean,True,Clean
4408df_61c51918,not_flagged,Clean,Clean,Clean,True,Clean
3c66a3_40c39dae,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
748051_1c4df590,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
70606f_f6074c62,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb86f_d208edb1,not_flagged,Clean,Clean,Clean,True,Clean
aca79d_3c871e35,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a806d8_3ed48948,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
408298_2b304ba3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a23754_2d326a95,not_flagged,Clean,Clean,Clean,True,Clean
4075f7_a40368f0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4d2190_024b1cd7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4baa8c_0942c3b4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
899042_e8d387e4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a491f1_fcdeadac,not_flagged,Clean,Clean,Clean,True,Clean
4bb0f4_e2b2aca1,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
380ffa_3adca143,not_flagged,Clean,Clean,Clean,True,Clean
896530_4d9f4232,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4c80a6_7343993b,not_flagged,Clean,Clean,Clean,True,Clean
8850b8_3162bae2,flagged,Clean,Spoofed,Spoofed,False,Spoofed
89656a_a4c5ed3f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
86ef62_7563f510,not_flagged,Clean,Clean,Clean,True,Clean
3c56f3_3a661867,not_flagged,Clean,Clean,Clean,True,Clean
4d2278_bc209965,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
e4814b_274a9c9b,not_flagged,Clean,Clean,Clean,True,Clean
4b19ef_8c4c9dca,not_flagged,Clean,Clean,Clean,True,Clean
4d2199_01058a6b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7503b2_8de7fac4,not_flagged,Clean,Clean,Clean,True,Clean
407c9c_9620bda2,not_flagged,Clean,Clean,Clean,True,Clean
ab9345_e4d48609,not_flagged,Clean,Clean,Clean,True,Clean
4bab30_06e6a06c,not_flagged,Clean,Clean,Clean,True,Clean
a7ff6a_39c6a0ab,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
440cdb_82a2342e,not_flagged,Clean,Clean,Clean,True,Clean
71c364_3fb1e71c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4ac9ef_9746fc41,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
888090_01cc8389,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
502d9a_43ca019c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a8cae9_89bc6862,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
89618e_235c506e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
738446_b364160c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4ba94c_50f47f2c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4d227a_7e1d3fc9,not_flagged,Clean,Clean,Clean,True,Clean
73806a_931fca85,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c4b4e_89bdc4e1,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
76d255_5cada824,not_flagged,Clean,Clean,Clean,True,Clean
406442_ad326607,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ab7db0_f8ee4366,not_flagged,Clean,Clean,Clean,True,Clean
4d2320_c4786a96,not_flagged,Clean,Clean,Clean,True,Clean
aab2bf_bffeefea,not_flagged,Clean,Clean,Clean,True,Clean
a567c1_9f06b866,not_flagged,Clean,Clean,Clean,True,Clean
45c292_1320b2b3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb144_94e71325,not_flagged,Clean,Clean,Clean,True,Clean
ab0ef9_e1780608,not_flagged,Spoofed,Clean,Clean,False,Clean
151d92_1fb934ca,not_flagged,Clean,Clean,Clean,True,Clean
4d220c_29ca3aa4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
742824_86e5006a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
780a1d_0d932750,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
89644e_60dadf6a,not_flagged,Clean,Clean,Clean,True,Clean
49d034_39e8db25,not_flagged,Clean,Clean,Clean,True,Clean
4bbb30_8ed4f7bd,not_flagged,Clean,Clean,Clean,True,Clean
06a095_78f010c8,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a55fa2_96c090ad,not_flagged,Clean,Spoofed,Spoofed,False,Spoofed
a9bfcc_b567decd,not_flagged,Clean,Clean,Clean,True,Clean
89665e_1242bf96,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8830f3_8ae054f7,not_flagged,Clean,Clean,Clean,True,Clean
acda02_ef1f8156,not_flagged,Clean,Clean,Clean,True,Clean
a1b348_5acaa9d6,not_flagged,Clean,Clean,Clean,True,Clean
85e27c_9df636e0,not_flagged,Clean,Clean,Clean,True,Clean
3c6566_9f3d0b15,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8013df_c4427cf9,flagged,Clean,Spoofed,Spoofed,False,Spoofed
ac4208_356718f0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
471f6c_9b949af7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
801492_df6d6d91,not_flagged,Clean,Clean,Clean,True,Clean
706133_0e1aa13c,not_flagged,Clean,Clean,Clean,True,Clean
31deef_7a448cb2,not_flagged,Clean,Clean,Clean,True,Clean
789242_0ad6f8c7,not_flagged,Clean,Clean,Clean,True,Clean
4bb861_c77bc1d7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4d22ad_f733333d,flagged,Clean,Spoofed,Spoofed,False,Spoofed
ab1203_b907771b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a70bc9_36c483f8,not_flagged,Clean,Clean,Clean,True,Clean
acaba2_9efd3742,not_flagged,Clean,Clean,Clean,True,Clean
8880ae_0eca6719,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4b9910_9bba7af6,not_flagged,Clean,Clean,Clean,True,Clean
a17c95_33d0bebc,not_flagged,Clean,Clean,Clean,True,Clean
89907d_f81a2503,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
406b5c_4581aca9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a3aca6_3dfb8d44,not_flagged,Clean,Clean,Clean,True,Clean
71018b_bb19118b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7c6d7f_85079796,not_flagged,Clean,Clean,Clean,True,Clean
780a8f_12758cbb,not_flagged,Clean,Clean,Clean,True,Clean
7806a5_4dba88d9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4ba9e8_1ad77912,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
abb5e7_ba0c0865,not_flagged,Clean,Clean,Clean,True,Clean
4cabd1_b1a2ccb0,not_flagged,Clean,Clean,Clean,True,Clean
4ca27c_3bf66fd9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
899000_ad845b42,not_flagged,Clean,Clean,Clean,True,Clean
4ab562_b9c0f2e8,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4b0b79_db3162e0,not_flagged,Clean,Clean,Clean,True,Clean
88818d_868f6561,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c65ce_12d29b17,not_flagged,Clean,Spoofed,Clean,False,Clean
4aca95_79bba52b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
73949b_f149f709,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb84e_5e51d4f4,not_flagged,Clean,Clean,Clean,True,Clean
71bf44_b012cbf0,not_flagged,Clean,Clean,Clean,True,Clean
ac26b2_fa562138,not_flagged,Clean,Clean,Clean,True,Clean
a12f07_a5a4160f,not_flagged,Clean,Clean,Clean,True,Clean
888040_258a97c1,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
c0796e_9f71dbf3,not_flagged,Clean,Clean,Clean,True,Clean
ab5c12_e225494c,not_flagged,Clean,Clean,Clean,True,Clean
a126cc_da8f849d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
895053_e41cfc30,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4ba919_b78f327b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bb283_f14b096b,not_flagged,Clean,Clean,Clean,True,Clean
a2da60_b91013c2,not_flagged,Clean,Clean,Clean,True,Clean
801570_8880b225,not_flagged,Clean,Clean,Clean,True,Clean
4ab561_44ae0884,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4cad7e_7c8b5ea4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a0fb_bac54542,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4b303c_4dabe9fe,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a8b9e8_edb96cc7,not_flagged,Clean,Clean,Clean,True,Clean
ab43c1_e72acd90,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a9a103_f2b7d4ab,not_flagged,Clean,Clean,Clean,True,Clean
a1697c_c7907242,not_flagged,Clean,Clean,Clean,True,Clean
407e60_48359657,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4acb41_18863e7b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
89663d_aa2c6c10,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bc89a_71f7f0a2,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
71bf02_e6ea0390,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a7f3ab_250edebd,not_flagged,Clean,Clean,Clean,True,Clean
789268_597d2cad,flagged,Spoofed,Spoofed,Clean,False,Spoofed
ab3dc3_8fa7359f,not_flagged,Clean,Clean,Clean,True,Clean
717cc7_82ad58c8,not_flagged,Clean,Clean,Clean,True,Clean
781416_0d19d7a5,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
155c33_2ae18b96,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8013ad_7dc86348,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
47a097_9bb7b868,not_flagged,Clean,Clean,Clean,True,Clean
400778_7dda6d64,not_flagged,Clean,Clean,Spoofed,False,Clean
89631c_da411983,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
47a210_71486437,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a8c439_1498ca3d,not_flagged,Clean,Clean,Clean,True,Clean
8881b5_e2e33a76,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
71bf17_bc86697f,not_flagged,Clean,Clean,Clean,True,Clean
a77645_3b02aeae,not_flagged,Clean,Clean,Clean,True,Clean
a41a14_f18ed8a0,not_flagged,Clean,Spoofed,Clean,False,Clean
a01c46_8a387dda,not_flagged,Clean,Clean,Clean,True,Clean
0c20c9_530c3300,not_flagged,Clean,Clean,Clean,True,Clean
750518_2259cf1c,not_flagged,Clean,Clean,Clean,True,Clean
489225_807d28b9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8015f0_a6b444ea,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4b4072_111bdcc6,not_flagged,Clean,Clean,Clean,True,Clean
c05260_f9e5fe0a,not_flagged,Clean,Clean,Clean,True,Clean
c041b9_b8a5bf9c,not_flagged,Clean,Clean,Clean,True,Clean
ac0da0_08aae80e,not_flagged,Clean,Clean,Clean,True,Clean
a7e6cf_868426c4,not_flagged,Clean,Clean,Clean,True,Clean
4ba9e8_b635b9f7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
e49835_2c1c7ee6,not_flagged,Clean,Clean,Spoofed,False,Clean
4b3306_b04adaff,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
89611b_bddf46b8,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a99b0a_1e8b910f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a32315_6ea6a1ec,not_flagged,Clean,Clean,Clean,True,Clean
a68a1b_9d64bf54,not_flagged,Clean,Clean,Clean,True,Clean
44f685_7d1d16b5,not_flagged,Clean,Clean,Clean,True,Clean
155c23_af598476,flagged,Spoofed,Clean,Spoofed,False,Spoofed
4952ca_c1c9e68a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4b9e04_ea3e8dcf,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
896218_9c6e17f1,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
800c16_87b77d46,not_flagged,Clean,Clean,Clean,True,Clean
86e058_d26e4a3a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c666e_faaca1be,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
440184_f420e4a3,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
896469_2f489e12,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
345688_c2e4e84e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
781fa7_008947e4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
70c100_277e1656,not_flagged,Clean,Clean,Clean,True,Clean
4caf00_ef2d2fe8,flagged,Spoofed,Clean,Spoofed,False,Spoofed
ab14d3_43d63f67,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3ff6c5_174b8924,flagged,Clean,Spoofed,Spoofed,False,Spoofed
4068e1_6e6decd1,not_flagged,Clean,Clean,Clean,True,Clean
484442_72a4551d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
abc26d_22d49828,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4bc88e_f0b51baa,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4cadff_abacdd9d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a890b7_3909cb73,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a324ce_e77f5ab8,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7585ea_679e6bb7,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a5e78c_f5d72283,not_flagged,Clean,Clean,Clean,True,Clean
ab1dd5_9e158339,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
486484_2f79a381,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8991b5_457e1e9f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a100_983ea680,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8007c9_a68a5314,not_flagged,Clean,Clean,Clean,True,Clean
789248_12460e02,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
47947c_47a7d5a0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
89617e_a8b5d9aa,not_flagged,Clean,Clean,Clean,True,Clean
407fc1_ef3dc821,not_flagged,Clean,Clean,Clean,True,Clean
7805dc_2cba60b2,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
706216_ec1b3ed4,not_flagged,Clean,Clean,Clean,True,Clean
4079d1_15191b8d,not_flagged,Clean,Clean,Clean,True,Clean
48b9c9_14ff2c5f,not_flagged,Clean,Clean,Clean,True,Clean
4baa7a_634a825f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
780a71_393d08c9,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
abc26e_da65a8a1,not_flagged,Clean,Clean,Clean,True,Clean
44017c_d250177b,not_flagged,Clean,Clean,Clean,True,Clean
ad237c_183b32ba,not_flagged,Spoofed,Clean,Clean,False,Clean
4b9e55_ce6863ee,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
750530_ffc9f737,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
75854a_0370201e,not_flagged,Clean,Clean,Clean,True,Clean
a517dc_b7bef9c0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a45df6_c415939d,not_flagged,Clean,Clean,Clean,True,Clean
a6506d_f646e291,not_flagged,Clean,Clean,Clean,True,Clean
a123e0_aa4503bb,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4cae6b_5adaeb34,not_flagged,Clean,Clean,Clean,True,Clean
781f46_a27dd220,not_flagged,Clean,Clean,Clean,True,Clean
7c6693_cc307095,not_flagged,Clean,Clean,Clean,True,Clean
406b91_d6451d28,not_flagged,Clean,Clean,Clean,True,Clean
407f7a_efff96d8,not_flagged,Clean,Clean,Clean,True,Clean
ac7a5b_0b177891,not_flagged,Spoofed,Clean,Clean,False,Clean
ac7e09_9a61c62f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
452162_f2e7896f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c6635_8b5eed6e,not_flagged,Clean,Clean,Clean,True,Clean
06a13a_4f9fc07e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4010dd_df40ae1f,not_flagged,Clean,Clean,Clean,True,Clean
7816a1_755f1abd,not_flagged,Clean,Clean,Clean,True,Clean
a462d2_daccaec3,not_flagged,Clean,Clean,Clean,True,Clean
a134d5_a319dd03,not_flagged,Clean,Clean,Clean,True,Clean
abf949_65643101,not_flagged,Clean,Clean,Clean,True,Clean
4851b0_05d814d0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4ca6aa_5c461ef4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a0bd_6b883529,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a0b3_98c1ca11,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ac5a4a_18898f5e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a02987_2b3653ac,not_flagged,Clean,Clean,Clean,True,Clean
a8302c_d1463efe,not_flagged,Clean,Clean,Clean,True,Clean
896665_37f71a7a,flagged,Spoofed,Clean,Spoofed,False,Spoofed
a768c2_9d1392c9,not_flagged,Clean,Clean,Clean,True,Clean
48c8e3_4431de13,not_flagged,Clean,Clean,Clean,True,Clean
ab68f9_7c05f72e,not_flagged,Clean,Clean,Spoofed,False,Clean
71c351_d3d61ff2,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
e4910c_408c8bd2,not_flagged,Clean,Clean,Clean,True,Clean
89505b_f2cf4c68,flagged,Clean,Spoofed,Spoofed,False,Spoofed
4cac7f_784df7b5,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a05e02_0720e3df,not_flagged,Clean,Clean,Clean,True,Clean
4079cd_ff73c462,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a2f1_ea3657f8,not_flagged,Clean,Clean,Clean,True,Clean
485206_fd37682c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c4b49_81af42ed,not_flagged,Clean,Spoofed,Clean,False,Clean
4cafd0_b2b8d31d,not_flagged,Clean,Clean,Clean,True,Clean
4ae285_74aa2d2c,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
484411_63e660b0,not_flagged,Clean,Clean,Clean,True,Clean
49d3fa_ba6ecb0a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7504f7_5f05805e,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
aa68bc_32c0fc12,not_flagged,Clean,Clean,Clean,True,Clean
706212_9e779980,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
781946_b4d55d62,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
06a0de_64156bfc,not_flagged,Clean,Clean,Clean,True,Clean
acd47e_d4602f48,not_flagged,Clean,Clean,Clean,True,Clean
502d22_8a460360,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
502ce5_dbd431be,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
780ac1_06fbf05c,flagged,Spoofed,Spoofed,Clean,False,Spoofed
4cae61_5257fe61,not_flagged,Clean,Clean,Clean,True,Clean
4d2219_a1f86c74,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8a0a53_cafca602,not_flagged,Clean,Clean,Clean,True,Clean
49d00d_84f55c3f,flagged,Clean,Spoofed,Spoofed,False,Spoofed
888142_f585a91c,flagged,Spoofed,Clean,Spoofed,False,Spoofed
4caf29_e27b90a6,not_flagged,Clean,Clean,Clean,True,Clean
43c8f2_bc2b9a4b,not_flagged,Clean,Clean,Clean,True,Clean
0d0b91_7efdb33d,not_flagged,Clean,Clean,Clean,True,Clean
344502_84e8c6c9,not_flagged,Clean,Clean,Clean,True,Clean
ab7270_89d9804c,not_flagged,Clean,Clean,Clean,True,Clean
4bb325_09a5de2d,not_flagged,Clean,Clean,Clean,True,Clean
51118a_317870ab,not_flagged,Clean,Clean,Clean,True,Clean
398c0d_575b3a9c,not_flagged,Clean,Clean,Clean,True,Clean
738447_8e4425c8,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4691c5_3851e11d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7587fa_c41a3671,not_flagged,Clean,Clean,Clean,True,Clean
39348e_12129a9b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
732444_d592b61f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
495292_17224b96,not_flagged,Clean,Clean,Clean,True,Clean
7609f2_f7c1c813,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
71018c_09ebd638,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
8963ce_1fa72320,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
78228b_618ad74c,not_flagged,Clean,Clean,Clean,True,Clean
86d68a_6400544e,not_flagged,Clean,Clean,Clean,True,Clean
738446_d5e4fff4,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4d2229_0e6ddfcb,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
ad4f72_3e96c219,flagged,Clean,Spoofed,Spoofed,False,Spoofed
781f47_b063a3ca,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4cae95_50725a1b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
896461_84c3fd64,not_flagged,Clean,Clean,Clean,True,Clean
4ba9c5_59bac28f,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
86ef62_b5b8656b,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
c060c7_7f84dd06,not_flagged,Spoofed,Spoofed,Clean,False,Spoofed
867d00_4a09937e,not_flagged,Clean,Clean,Clean,True,Clean
e4819c_c0735746,not_flagged,Clean,Clean,Clean,True,Clean
8990e8_b55a7a29,not_flagged,Clean,Clean,Clean,True,Clean
aaefbf_e349fc2f,not_flagged,Clean,Clean,Clean,True,Clean
e48c05_ecd4cfca,not_flagged,Clean,Clean,Clean,True,Clean
750459_16d6b7e8,not_flagged,Clean,Clean,Clean,True,Clean
3c4598_7ee5adb9,flagged,Spoofed,Spoofed,Clean,False,Spoofed
a89b9b_138675ad,not_flagged,Clean,Clean,Clean,True,Clean
491d86_b8b15dcc,not_flagged,Clean,Clean,Clean,True,Clean
14fc0f_d885da93,not_flagged,Clean,Clean,Clean,True,Clean
a94c2a_72c90277,not_flagged,Clean,Clean,Clean,True,Clean
a28de3_ab907d42,not_flagged,Spoofed,Clean,Clean,False,Clean
8016c5_5993d4b4,not_flagged,Clean,Clean,Clean,True,Clean
008de8_e69019de,not_flagged,Clean,Clean,Clean,True,Clean
60084e_f1f3fbea,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7819ef_77a06329,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
406f77_47a48cad,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
3c6658_9bdc7cf5,not_flagged,Clean,Clean,Clean,True,Clean
76cd74_779b6696,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
a7a9cd_87e345d0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
aa3226_537dc4b5,not_flagged,Clean,Clean,Clean,True,Clean
a516e5_b6480d70,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
7821f1_0e8a148d,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
781fce_8f300e34,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
e48c99_ab7638f5,not_flagged,Clean,Clean,Clean,True,Clean
461fa9_2966c174,not_flagged,Clean,Clean,Clean,True,Clean
888212_0c4ee95a,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
76cd0f_44d726b9,not_flagged,Clean,Clean,Clean,True,Clean
a1226b_8cdca430,not_flagged,Clean,Clean,Clean,True,Clean
408251_17659857,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
4aca89_44b0d4cc,not_flagged,Clean,Clean,Clean,True,Clean
ababb7_af63e533,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
abca08_59058bbf,not_flagged,Clean,Clean,Clean,True,Clean
31d97d_ec55b602,not_flagged,Clean,Clean,Clean,True,Clean
3cdf15_b995cc24,not_flagged,Clean,Clean,Clean,True,Clean
a02350_455416e5,not_flagged,Clean,Clean,Clean,True,Clean
3c6746_cc060cf0,flagged,Spoofed,Spoofed,Spoofed,True,Spoofed
