trajectory_id,icao24,segment_index,n_points,start_time,end_time,is_spoofed,spoof_category
0d099e_c15ee15f,0d099e,0,7,2025-01-12T00:00:00+00:00,2025-01-12T00:12:00+00:00,0,
0d09a3_32b56865,0d09a3,0,26,2025-01-29T00:00:00+00:00,2025-01-29T00:48:58+00:00,0,
0d09a3_9e68dd13,0d09a3,1,26,2025-02-13T00:00:00+00:00,2025-02-13T00:48:58+00:00,0,
0d09a3_b8d3161c,0d09a3,2,26,2025-04-24T00:00:00+00:00,2025-04-24T00:48:58+00:00,0,
0d09a5_94b7a85a,0d09a5,0,12,2025-03-01T00:00:00+00:00,2025-03-01T00:21:13+00:00,0,
0d09a5_f99be917,0d09a5,1,12,2025-03-25T00:00:00+00:00,2025-03-25T00:17:50+00:00,1,Timestamp freeze
0d09b1_af014fe7,0d09b1,0,15,2024-12-04T00:00:00+00:00,2024-12-04T00:27:02+00:00,0,
0d09b1_c1ba138d,0d09b1,1,15,2025-01-19T00:00:00+00:00,2025-01-19T00:27:02+00:00,0,
0d09b1_21ad73fe,0d09b1,2,24,2025-03-04T00:00:00+00:00,2025-03-04T00:43:53+00:00,0,
0d09b1_0f012560,0d09b1,3,24,2025-04-02T00:00:00+00:00,2025-04-02T00:43:53+00:00,0,
0d09b1_66466898,0d09b1,4,24,2025-04-15T00:00:00+00:00,2025-04-15T00:43:53+00:00,0,
0d09b3_431734c5,0d09b3,0,8,2025-02-18T00:00:00+00:00,2025-02-18T00:11:40+00:00,0,
0d09b9_a5de7d0b,0d09b9,0,25,2025-04-28T00:00:00+00:00,2025-04-28T00:46:02+00:00,0,
0d09be_131c2dbc,0d09be,0,21,2024-11-17T00:00:00+00:00,2024-11-17T00:39:27+00:00,0,
0d09be_da1a34aa,0d09be,1,21,2025-02-11T00:00:00+00:00,2025-02-11T00:37:45+00:00,0,
0d09be_325e2765,0d09be,2,21,2025-03-25T00:00:00+00:00,2025-03-25T00:37:45+00:00,0,
0d09be_875ccd8c,0d09be,3,9,2025-04-15T00:00:00+00:00,2025-04-15T00:15:31+00:00,0,
0d09be_aaccd409,0d09be,4,9,2025-05-18T00:00:00+00:00,2025-05-18T00:15:31+00:00,0,
0d09be_8edcf3e2,0d09be,5,9,2025-06-02T00:00:00+00:00,2025-06-02T00:15:31+00:00,0,
0d09bf_ce4c9369,0d09bf,0,15,2024-11-02T00:00:00+00:00,2024-11-02T00:27:50+00:00,0,
0d09bf_15cb127d,0d09bf,1,15,2024-12-19T00:00:00+00:00,2024-12-19T00:27:50+00:00,0,
0d09c2_46d1857b,0d09c2,0,11,2025-03-18T00:00:00+00:00,2025-03-18T00:19:48+00:00,0,
0d09c2_ca2b531c,0d09c2,1,11,2025-04-18T00:00:00+00:00,2025-04-18T00:19:48+00:00,0,
0d09c8_90dcf17b,0d09c8,0,13,2025-02-02T00:00:00+00:00,2025-02-02T00:22:00+00:00,0,
0d09c8_d559b236,0d09c8,1,13,2025-02-05T00:00:00+00:00,2025-02-05T00:22:00+00:00,0,
0d09c8_24b8ca92,0d09c8,2,13,2025-03-30T00:00:00+00:00,2025-03-30T00:22:00+00:00,0,
0d09e7_1e5559b5,0d09e7,0,21,2025-03-07T00:00:00+00:00,2025-03-07T00:39:03+00:00,0,
0d09e7_a0b7e57b,0d09e7,1,21,2025-03-30T00:00:00+00:00,2025-03-30T00:39:03+00:00,1,Zero velocity
0d09ef_e79d1b8e,0d09ef,0,12,2024-12-20T00:00:00+00:00,2024-12-20T00:19:52+00:00,0,
0d09f0_69684a28,0d09f0,0,8,2024-12-24T00:00:00+00:00,2024-12-24T00:13:23+00:00,0,
0d09f7_628e89de,0d09f7,0,10,2024-11-10T00:00:00+00:00,2024-11-10T00:18:17+00:00,0,
0d09f7_d1616b20,0d09f7,1,9,2024-11-17T00:00:00+00:00,2024-11-17T00:15:41+00:00,0,
0d09f7_e0fd51da,0d09f7,2,9,2024-12-21T00:00:00+00:00,2024-12-21T00:15:41+00:00,0,
0d09f9_38c8d627,0d09f9,0,10,2025-02-23T00:00:00+00:00,2025-02-23T00:16:50+00:00,0,
0d09f9_e09625bb,0d09f9,1,18,2025-02-26T00:00:00+00:00,2025-02-26T00:31:58+00:00,0,
0d0a0d_2d4f288b,0d0a0d,0,5,2024-12-12T00:00:00+00:00,2024-12-12T00:08:08+00:00,0,
0d0a0d_c82a5c47,0d0a0d,1,5,2024-12-29T00:00:00+00:00,2024-12-29T00:08:08+00:00,1,Unrealistic heading change
0d0a0d_ff504b07,0d0a0d,2,20,2025-02-28T00:00:00+00:00,2025-02-28T00:37:25+00:00,0,
0d0a0d_16c21484,0d0a0d,3,20,2025-03-17T00:00:00+00:00,2025-03-17T00:37:25+00:00,0,
0d0a0d_13ffeb18,0d0a0d,4,20,2025-03-28T00:00:00+00:00,2025-03-28T00:35:22+00:00,1,Unrealistic heading change
0d0a0d_d0ebf720,0d0a0d,5,20,2025-04-26T00:00:00+00:00,2025-04-26T00:37:25+00:00,0,
0d0a0f_367f0a11,0d0a0f,0,6,2025-01-12T00:00:00+00:00,2025-01-12T00:08:20+00:00,0,
0d0a13_4c9d4e58,0d0a13,0,11,2025-03-14T00:00:00+00:00,2025-03-14T00:19:49+00:00,0,
0d0a18_3eeb5b3f,0d0a18,0,15,2025-03-09T00:00:00+00:00,2025-03-09T00:27:39+00:00,0,
0d0a19_953f15d5,0d0a19,0,16,2025-02-27T00:00:00+00:00,2025-02-27T00:28:29+00:00,0,
0d0a1a_172207a4,0d0a1a,0,16,2025-01-14T00:00:00+00:00,2025-01-14T00:29:30+00:00,0,
0d0a1d_7f3806dd,0d0a1d,0,15,2025-02-26T00:00:00+00:00,2025-02-26T00:26:55+00:00,0,
0d0a3a_c1bdb807,0d0a3a,0,8,2025-02-01T00:00:00+00:00,2025-02-01T00:13:20+00:00,0,
0d0a3a_95493933,0d0a3a,1,8,2025-02-04T00:00:00+00:00,2025-02-04T00:13:20+00:00,0,
0d0a43_6d548805,0d0a43,0,9,2025-02-22T00:00:00+00:00,2025-02-22T00:15:34+00:00,0,
0d0a43_639dc85a,0d0a43,1,9,2025-02-23T00:00:00+00:00,2025-02-23T00:15:34+00:00,0,
0d0a43_44935782,0d0a43,2,9,2025-02-26T00:00:00+00:00,2025-02-26T00:15:34+00:00,0,
0d0a43_30dd10d7,0d0a43,3,5,2025-04-23T00:00:00+00:00,2025-04-23T00:06:26+00:00,0,
0d0a53_f22e43bc,0d0a53,0,16,2025-03-21T00:00:00+00:00,2025-03-21T00:27:49+00:00,0,
0d0a53_221f3b92,0d0a53,1,16,2025-04-17T00:00:00+00:00,2025-04-17T00:27:49+00:00,0,
0d0a77_27393cc2,0d0a77,0,19,2025-02-26T00:00:00+00:00,2025-02-26T00:35:14+00:00,0,
0d0a77_a1f39788,0d0a77,1,19,2025-03-12T00:00:00+00:00,2025-03-12T00:35:14+00:00,1,Sudden positional jump
0d0a8e_512de3fe,0d0a8e,0,18,2025-03-05T00:00:00+00:00,2025-03-05T00:32:20+00:00,0,
0d0a8e_b1a8b41a,0d0a8e,1,18,2025-04-17T00:00:00+00:00,2025-04-17T00:32:20+00:00,0,
0d0a8e_8d6c2f79,0d0a8e,2,18,2025-04-21T00:00:00+00:00,2025-04-21T00:32:20+00:00,0,
0d0a92_18a9717f,0d0a92,0,45,2025-02-06T00:00:00+00:00,2025-02-06T01:26:29+00:00,0,
0d0a92_e0245368,0d0a92,1,45,2025-04-19T00:00:00+00:00,2025-04-19T01:26:29+00:00,0,
0d0a9b_a032b464,0d0a9b,0,11,2025-05-18T00:00:00+00:00,2025-05-18T00:19:37+00:00,0,
0d0a9c_cf268580,0d0a9c,0,7,2024-12-23T00:00:00+00:00,2024-12-23T00:11:39+00:00,0,
0d0abf_28eafd5c,0d0abf,0,25,2025-03-05T00:00:00+00:00,2025-03-05T00:46:37+00:00,0,
0d0ac1_02ca4912,0d0ac1,0,6,2024-11-13T00:00:00+00:00,2024-11-13T00:08:22+00:00,0,
0d0ac1_6c9e61df,0d0ac1,1,6,2024-11-23T00:00:00+00:00,2024-11-23T00:08:22+00:00,0,
0d0ac8_f0eeb6ad,0d0ac8,0,12,2025-03-14T00:00:00+00:00,2025-03-14T00:21:42+00:00,0,
0d0aca_65646c74,0d0aca,0,6,2025-04-21T00:00:00+00:00,2025-04-21T00:09:40+00:00,0,
0d0aca_7793f406,0d0aca,1,13,2025-04-26T00:00:00+00:00,2025-04-26T00:25:02+00:00,0,
0d0aca_d0efe5b0,0d0aca,2,13,2025-05-20T00:00:00+00:00,2025-05-20T00:25:02+00:00,0,
0d0aca_452f3ace,0d0aca,3,13,2025-06-07T00:00:00+00:00,2025-06-07T00:25:02+00:00,0,
0d0aca_6646e6f6,0d0aca,4,11,2025-06-09T00:00:00+00:00,2025-06-09T00:18:57+00:00,0,
0d0acd_cdf806a5,0d0acd,0,22,2025-04-04T00:00:00+00:00,2025-04-04T00:39:50+00:00,0,
0d0ae8_93ce68da,0d0ae8,0,7,2025-03-21T00:00:00+00:00,2025-03-21T00:11:48+00:00,0,
0d0aef_8c85ad41,0d0aef,0,26,2025-02-08T00:00:00+00:00,2025-02-08T00:47:37+00:00,0,
0d0aef_327edbe5,0d0aef,1,26,2025-04-25T00:00:00+00:00,2025-04-25T00:47:37+00:00,0,
0d0af1_83f246f9,0d0af1,0,13,2024-11-25T00:00:00+00:00,2024-11-25T00:22:56+00:00,0,
0d0af1_5e28745d,0d0af1,1,19,2024-12-15T00:00:00+00:00,2024-12-15T00:35:57+00:00,0,
0d0af1_254b2f7d,0d0af1,2,5,2025-04-07T00:00:00+00:00,2025-04-07T00:08:02+00:00,0,
0d0af1_8271ba4e,0d0af1,3,5,2025-04-20T00:00:00+00:00,2025-04-20T00:08:02+00:00,0,
0d0af7_e007b718,0d0af7,0,8,2024-12-19T00:00:00+00:00,2024-12-19T00:12:56+00:00,0,
0d0af7_a894754b,0d0af7,1,5,2025-03-12T00:00:00+00:00,2025-03-12T00:07:31+00:00,0,
0d0b04_43404194,0d0b04,0,31,2025-03-31T00:00:00+00:00,2025-03-31T01:01:14+00:00,0,
0d0b04_c90cd8b5,0d0b04,1,31,2025-04-05T00:00:00+00:00,2025-04-05T01:01:14+00:00,0,
0d0b0f_cb71a953,0d0b0f,0,15,2025-02-01T00:00:00+00:00,2025-02-01T00:26:44+00:00,0,
0d0b10_d5f30e09,0d0b10,0,9,2025-01-18T00:00:00+00:00,2025-01-18T00:15:58+00:00,0,
0d0b10_ebe1707b,0d0b10,1,19,2025-02-12T00:00:00+00:00,2025-02-12T00:35:39+00:00,0,
0d0b35_7928ec9f,0d0b35,0,45,2025-03-03T00:00:00+00:00,2025-03-03T01:26:30+00:00,0,
0d0b35_a3c43d44,0d0b35,1,10,2025-04-08T00:00:00+00:00,2025-04-08T00:17:58+00:00,0,
0d0b38_e65c2e96,0d0b38,0,6,2025-02-20T00:00:00+00:00,2025-02-20T00:09:52+00:00,0,
0d0b78_e01ded0b,0d0b78,0,6,2025-01-15T00:00:00+00:00,2025-01-15T00:09:41+00:00,0,
0d0b78_d5d89cb2,0d0b78,1,9,2025-04-13T00:00:00+00:00,2025-04-13T00:15:51+00:00,0,
0d0b8a_fbbbd053,0d0b8a,0,6,2025-03-03T00:00:00+00:00,2025-03-03T00:07:51+00:00,0,
0d0b8b_e74542bc,0d0b8b,0,31,2025-02-02T00:00:00+00:00,2025-02-02T00:58:41+00:00,0,
0d0b8b_b12be6bb,0d0b8b,1,31,2025-04-20T00:00:00+00:00,2025-04-20T00:58:41+00:00,0,
0d0b91_7efdb33d,0d0b91,0,31,2024-11-20T00:00:00+00:00,2024-11-20T00:59:12+00:00,0,
0d0b91_15c4ada4,0d0b91,1,31,2025-01-16T00:00:00+00:00,2025-01-16T00:59:12+00:00,0,
0d0b91_68ee12ca,0d0b91,2,6,2025-02-11T00:00:00+00:00,2025-02-11T00:09:43+00:00,0,
0d0b91_1c74e2f5,0d0b91,3,6,2025-03-15T00:00:00+00:00,2025-03-15T00:09:43+00:00,0,
0d0b92_841922f3,0d0b92,0,17,2025-01-24T00:00:00+00:00,2025-01-24T00:31:48+00:00,0,
0d0bb7_66b5d433,0d0bb7,0,45,2025-04-15T00:00:00+00:00,2025-04-15T01:26:29+00:00,0,
0d0bba_2f1e70b4,0d0bba,0,12,2025-03-25T00:00:00+00:00,2025-03-25T00:21:44+00:00,0,
0d0bba_bfa2b1fb,0d0bba,1,19,2025-04-24T00:00:00+00:00,2025-04-24T00:36:45+00:00,0,
0d0bc8_1e41408c,0d0bc8,0,7,2025-03-10T00:00:00+00:00,2025-03-10T00:10:29+00:00,0,
0d0bc8_8589ad41,0d0bc8,1,6,2025-03-14T00:00:00+00:00,2025-03-14T00:08:13+00:00,0,
0d0bff_a8aff2c2,0d0bff,0,25,2025-03-25T00:00:00+00:00,2025-03-25T00:47:02+00:00,0,
0d0bff_289c33ff,0d0bff,1,25,2025-04-10T00:00:00+00:00,2025-04-10T00:47:02+00:00,0,
0d0c93_89a66a2b,0d0c93,0,17,2025-04-09T00:00:00+00:00,2025-04-09T00:31:30+00:00,0,
0d0c93_b6ca3fd6,0d0c93,1,17,2025-04-16T00:00:00+00:00,2025-04-16T00:31:30+00:00,0,
0d0c9c_696ca90f,0d0c9c,0,22,2024-11-20T00:00:00+00:00,2024-11-20T00:40:12+00:00,0,
0d0c9c_c287c036,0d0c9c,1,22,2025-01-25T00:00:00+00:00,2025-01-25T00:40:12+00:00,0,
0d0cb0_c5b8027c,0d0cb0,0,6,2024-11-15T00:00:00+00:00,2024-11-15T00:10:11+00:00,0,
0d0cb0_ceff6ec7,0d0cb0,1,6,2024-12-24T00:00:00+00:00,2024-12-24T00:10:11+00:00,0,
0d0cb0_ddc0def5,0d0cb0,2,6,2025-01-15T00:00:00+00:00,2025-01-15T00:10:11+00:00,0,
0d0cb0_61180f25,0d0cb0,3,16,2025-02-12T00:00:00+00:00,2025-02-12T00:29:35+00:00,0,
0d0cb0_d634aa5f,0d0cb0,4,17,2025-04-04T00:00:00+00:00,2025-04-04T00:29:52+00:00,0,
0d0cb1_ddc7567b,0d0cb1,0,11,2025-01-17T00:00:00+00:00,2025-01-17T00:19:23+00:00,0,
0d0cb1_da399779,0d0cb1,1,7,2025-03-19T00:00:00+00:00,2025-03-19T00:11:47+00:00,0,
0d0cb1_bfb61399,0d0cb1,2,32,2025-05-02T00:00:00+00:00,2025-05-02T01:01:50+00:00,0,
0d0cb1_086eb5a8,0d0cb1,3,32,2025-05-27T00:00:00+00:00,2025-05-27T01:01:50+00:00,0,
0d0cb1_50ca41d5,0d0cb1,4,32,2025-06-04T00:00:00+00:00,2025-06-04T01:01:50+00:00,0,
0d0cb1_fd9e7a2a,0d0cb1,5,32,2025-06-10T00:00:00+00:00,2025-06-10T01:01:50+00:00,0,
0d0ccc_a74f7cfc,0d0ccc,0,12,2025-01-29T00:00:00+00:00,2025-01-29T00:20:47+00:00,0,
0d0ccc_0c38a81d,0d0ccc,1,15,2025-02-22T00:00:00+00:00,2025-02-22T00:27:35+00:00,0,
0d0ccc_a2e1eb26,0d0ccc,2,15,2025-04-01T00:00:00+00:00,2025-04-01T00:27:35+00:00,0,
0d0ccc_b7608f0e,0d0ccc,3,12,2025-04-12T00:00:00+00:00,2025-04-12T00:20:47+00:00,0,
0d0cce_63ee1dba,0d0cce,0,14,2025-03-02T00:00:00+00:00,2025-03-02T00:24:32+00:00,1,Altitude increase
0d0cce_5d22a5ae,0d0cce,1,14,2025-04-09T00:00:00+00:00,2025-04-09T00:24:32+00:00,0,
0d0cdd_ba4a1f41,0d0cdd,0,23,2025-02-03T00:00:00+00:00,2025-02-03T00:43:18+00:00,0,
0d0cdd_16913120,0d0cdd,1,23,2025-04-06T00:00:00+00:00,2025-04-06T00:43:18+00:00,0,
0d0cdd_5f6603ef,0d0cdd,2,23,2025-04-08T00:00:00+00:00,2025-04-08T00:43:18+00:00,0,
0d0ce0_1fc06613,0d0ce0,0,5,2025-04-29T00:00:00+00:00,2025-04-29T00:07:05+00:00,0,
0d0cec_43151c54,0d0cec,0,24,2025-01-10T00:00:00+00:00,2025-01-10T00:45:36+00:00,0,
0d0cfd_8fc1d4fc,0d0cfd,0,24,2025-03-25T00:00:00+00:00,2025-03-25T00:45:35+00:00,0,
0d0d02_827f98d1,0d0d02,0,7,2025-01-29T00:00:00+00:00,2025-01-29T00:11:09+00:00,0,
0d0d15_4f480872,0d0d15,0,36,2025-03-28T00:00:00+00:00,2025-03-28T01:06:59+00:00,0,
0d0d15_c71ae937,0d0d15,1,36,2025-04-05T00:00:00+00:00,2025-04-05T01:06:59+00:00,1,Timestamp freeze
0d0d18_a7c01b7a,0d0d18,0,11,2025-04-07T00:00:00+00:00,2025-04-07T00:19:48+00:00,0,
0d0d27_a93534dc,0d0d27,0,9,2025-03-20T00:00:00+00:00,2025-03-20T00:15:31+00:00,0,
0d0d27_73d7ec2e,0d0d27,1,9,2025-04-26T00:00:00+00:00,2025-04-26T00:15:31+00:00,0,
0d0d27_9dd8937d,0d0d27,2,23,2025-06-02T00:00:00+00:00,2025-06-02T00:44:30+00:00,0,
0d0d2b_7f121d68,0d0d2b,0,5,2025-04-16T00:00:00+00:00,2025-04-16T00:07:55+00:00,0,
0d0d2b_6e71b837,0d0d2b,1,5,2025-04-24T00:00:00+00:00,2025-04-24T00:07:55+00:00,0,
0d0d2b_a06404c8,0d0d2b,2,38,2025-05-28T00:00:00+00:00,2025-05-28T01:15:34+00:00,0,
0d0d35_d2df48fa,0d0d35,0,28,2025-02-23T00:00:00+00:00,2025-02-23T00:53:13+00:00,0,
0d0d36_ae10370b,0d0d36,0,15,2025-02-10T00:00:00+00:00,2025-02-10T00:25:31+00:00,0,
0d0d36_7de6e427,0d0d36,1,15,2025-03-16T00:00:00+00:00,2025-03-16T00:25:31+00:00,0,
0d0d36_6695cb06,0d0d36,2,18,2025-06-09T00:00:00+00:00,2025-06-09T00:34:13+00:00,0,
0d0d38_2c40c9d3,0d0d38,0,20,2025-03-25T00:00:00+00:00,2025-03-25T00:37:26+00:00,0,
0d0d41_04308c81,0d0d41,0,45,2025-02-06T00:00:00+00:00,2025-02-06T01:26:29+00:00,0,
0d0d48_2e76ba83,0d0d48,0,11,2025-03-01T00:00:00+00:00,2025-03-01T00:18:25+00:00,0,
0d0d48_ed0b2f32,0d0d48,1,11,2025-04-24T00:00:00+00:00,2025-04-24T00:18:25+00:00,0,
0d0d66_6034aeeb,0d0d66,0,10,2024-11-09T00:00:00+00:00,2024-11-09T00:18:27+00:00,0,
0d0d66_b7a507a8,0d0d66,1,10,2024-12-02T00:00:00+00:00,2024-12-02T00:18:27+00:00,0,
0d0d6d_f804b131,0d0d6d,0,20,2025-03-12T00:00:00+00:00,2025-03-12T00:37:26+00:00,0,
0d0d6f_560c05f9,0d0d6f,0,15,2025-04-18T00:00:00+00:00,2025-04-18T00:25:33+00:00,0,
0d0d75_e8d29f2d,0d0d75,0,10,2025-03-10T00:00:00+00:00,2025-03-10T00:16:34+00:00,0,
0d0d83_3d5863d5,0d0d83,0,14,2025-04-23T00:00:00+00:00,2025-04-23T00:23:45+00:00,0,
0d0d91_43885d01,0d0d91,0,6,2024-11-07T00:00:00+00:00,2024-11-07T00:08:22+00:00,0,
0d0d91_02f07600,0d0d91,1,6,2024-11-28T00:00:00+00:00,2024-11-28T00:08:22+00:00,0,
0d0da0_135af0c8,0d0da0,0,8,2024-12-12T00:00:00+00:00,2024-12-12T00:12:25+00:00,0,
0d0da0_86feb50c,0d0da0,1,20,2025-05-20T00:00:00+00:00,2025-05-20T00:39:41+00:00,0,
0d0da0_b7aad764,0d0da0,2,20,2025-06-13T00:00:00+00:00,2025-06-13T00:39:41+00:00,0,
0d0da4_a93f45ee,0d0da4,0,11,2025-02-13T00:00:00+00:00,2025-02-13T00:18:37+00:00,1,Zero velocity
0d0da4_69b1f479,0d0da4,1,13,2025-03-08T00:00:00+00:00,2025-03-08T00:23:21+00:00,0,
0d0da4_34bb3ee0,0d0da4,2,11,2025-04-05T00:00:00+00:00,2025-04-05T00:18:37+00:00,0,
0d0da8_e9896789,0d0da8,0,13,2025-04-03T00:00:00+00:00,2025-04-03T00:23:41+00:00,0,
0d0dd3_21a40e3b,0d0dd3,0,23,2025-03-09T00:00:00+00:00,2025-03-09T00:43:34+00:00,0,
0d0dd3_4f88423e,0d0dd3,1,23,2025-04-25T00:00:00+00:00,2025-04-25T00:43:34+00:00,0,
0d0dda_675eed4d,0d0dda,0,5,2025-03-04T00:00:00+00:00,2025-03-04T00:07:25+00:00,0,
0d0dda_18acf76c,0d0dda,1,5,2025-03-22T00:00:00+00:00,2025-03-22T00:07:25+00:00,0,
0d0dda_d8d58e40,0d0dda,2,38,2025-04-21T00:00:00+00:00,2025-04-21T01:15:34+00:00,0,
0d0dda_7364b835,0d0dda,3,7,2025-04-24T00:00:00+00:00,2025-04-24T00:11:39+00:00,0,
0d0dda_c5fef208,0d0dda,4,38,2025-05-05T00:00:00+00:00,2025-05-05T01:15:34+00:00,0,
0d0ddb_9b098736,0d0ddb,0,6,2025-03-11T00:00:00+00:00,2025-03-11T00:09:08+00:00,0,
0d0ddb_0870237b,0d0ddb,1,6,2025-04-19T00:00:00+00:00,2025-04-19T00:09:08+00:00,0,
0d0de2_3a92f124,0d0de2,0,8,2025-03-21T00:00:00+00:00,2025-03-21T00:13:57+00:00,0,
0d0de3_7867d1d2,0d0de3,0,9,2024-12-22T00:00:00+00:00,2024-12-22T00:15:02+00:00,0,
0d0de3_da0582e7,0d0de3,1,9,2025-01-01T00:00:00+00:00,2025-01-01T00:16:09+00:00,0,
0d0de3_e71f76d2,0d0de3,2,9,2025-01-10T00:00:00+00:00,2025-01-10T00:15:02+00:00,0,
0d0de3_e610f180,0d0de3,3,8,2025-04-28T00:00:00+00:00,2025-04-28T00:13:48+00:00,0,
0d0de6_30af916c,0d0de6,0,14,2024-12-22T00:00:00+00:00,2024-12-22T00:24:17+00:00,0,
0d0de6_479ab891,0d0de6,1,6,2025-01-30T00:00:00+00:00,2025-01-30T00:09:51+00:00,0,
0d0de6_44c357e2,0d0de6,2,6,2025-02-01T00:00:00+00:00,2025-02-01T00:09:51+00:00,0,
0d0de6_46fc9f0c,0d0de6,3,6,2025-03-07T00:00:00+00:00,2025-03-07T00:09:51+00:00,0,
0d0de7_af243e46,0d0de7,0,13,2025-04-09T00:00:00+00:00,2025-04-09T00:23:17+00:00,0,
0d0de8_7cf3cdde,0d0de8,0,13,2025-02-14T00:00:00+00:00,2025-02-14T00:23:00+00:00,0,
0d0de8_e47d2eed,0d0de8,1,13,2025-03-08T00:00:00+00:00,2025-03-08T00:23:00+00:00,0,
0d0ded_f7e84b70,0d0ded,0,14,2025-01-11T00:00:00+00:00,2025-01-11T00:24:07+00:00,0,
0d0ded_46aaf496,0d0ded,1,8,2025-02-22T00:00:00+00:00,2025-02-22T00:14:38+00:00,0,
0d0ded_42e1728c,0d0ded,2,8,2025-03-27T00:00:00+00:00,2025-03-27T00:14:38+00:00,0,
0d0ded_e8372456,0d0ded,3,8,2025-03-29T00:00:00+00:00,2025-03-29T00:14:38+00:00,0,
0d0e04_543de39d,0d0e04,0,9,2025-01-31T00:00:00+00:00,2025-01-31T00:14:48+00:00,0,
0d0e04_1a5cb733,0d0e04,1,9,2025-03-23T00:00:00+00:00,2025-03-23T00:14:48+00:00,0,
0d0e0b_24f6b90f,0d0e0b,0,18,2025-04-24T00:00:00+00:00,2025-04-24T00:31:23+00:00,0,
0d0e15_0567b546,0d0e15,0,24,2025-03-16T00:00:00+00:00,2025-03-16T00:45:36+00:00,0,
0d0e15_400924e4,0d0e15,1,5,2025-03-18T00:00:00+00:00,2025-03-18T00:06:50+00:00,0,
0d0e15_f30ab84a,0d0e15,2,24,2025-04-25T00:00:00+00:00,2025-04-25T00:45:36+00:00,0,
0d0e15_095643fb,0d0e15,3,24,2025-04-29T00:00:00+00:00,2025-04-29T00:45:36+00:00,0,
0d0e16_25f44519,0d0e16,0,8,2025-01-05T00:00:00+00:00,2025-01-05T00:13:08+00:00,0,
0d0e1e_1606a08d,0d0e1e,0,13,2025-02-20T00:00:00+00:00,2025-02-20T00:22:21+00:00,1,Unrealistic heading change
0d0e1e_bb448fa7,0d0e1e,1,13,2025-04-03T00:00:00+00:00,2025-04-03T00:22:21+00:00,0,
0d0e20_468f97ea,0d0e20,0,7,2024-12-30T00:00:00+00:00,2024-12-30T00:11:37+00:00,0,
0d0e20_3ae072e2,0d0e20,1,12,2025-02-15T00:00:00+00:00,2025-02-15T00:20:25+00:00,0,
0d0e20_eaa63f4b,0d0e20,2,12,2025-04-17T00:00:00+00:00,2025-04-17T00:20:25+00:00,0,
0d0e21_8390c179,0d0e21,0,8,2025-03-08T00:00:00+00:00,2025-03-08T00:13:49+00:00,0,
0d0e21_3ab607ee,0d0e21,1,16,2025-04-11T00:00:00+00:00,2025-04-11T00:27:55+00:00,0,
0d0e23_ae5c5665,0d0e23,0,13,2025-03-21T00:00:00+00:00,2025-03-21T00:23:37+00:00,0,
0d0e29_2719da5f,0d0e29,0,8,2024-11-08T00:00:00+00:00,2024-11-08T00:12:08+00:00,1,Zero velocity
0d0e29_6d23df4b,0d0e29,1,25,2024-12-28T00:00:00+00:00,2024-12-28T00:47:31+00:00,0,
0d0e29_71900b3a,0d0e29,2,8,2025-01-03T00:00:00+00:00,2025-01-03T00:12:08+00:00,0,
0d0e29_c9b1e5d2,0d0e29,3,25,2025-04-09T00:00:00+00:00,2025-04-09T00:48:25+00:00,0,
0d0e29_8b39b9de,0d0e29,4,25,2025-05-22T00:00:00+00:00,2025-05-22T00:48:25+00:00,0,
0d0e29_34558bbe,0d0e29,5,25,2025-06-04T00:00:00+00:00,2025-06-04T00:48:25+00:00,0,
0d0e29_9a553720,0d0e29,6,8,2025-06-11T00:00:00+00:00,2025-06-11T00:14:56+00:00,0,
0d0e2c_a5cb1e3b,0d0e2c,0,16,2025-04-09T00:00:00+00:00,2025-04-09T00:27:23+00:00,0,
0d0e31_5f339d2c,0d0e31,0,28,2025-01-29T00:00:00+00:00,2025-01-29T00:51:56+00:00,0,
0d0e31_48609cde,0d0e31,1,7,2025-03-08T00:00:00+00:00,2025-03-08T00:11:49+00:00,0,
0d0e31_958a7806,0d0e31,2,7,2025-04-20T00:00:00+00:00,2025-04-20T00:11:49+00:00,0,
0d0e33_c88e2a99,0d0e33,0,8,2025-01-18T00:00:00+00:00,2025-01-18T00:12:35+00:00,0,
0d0e33_67f0fc24,0d0e33,1,8,2025-01-19T00:00:00+00:00,2025-01-19T00:12:35+00:00,0,
0d0e3a_0300dc3c,0d0e3a,0,13,2025-03-06T00:00:00+00:00,2025-03-06T00:24:32+00:00,0,
0d0e40_e1936641,0d0e40,0,18,2025-02-24T00:00:00+00:00,2025-02-24T00:32:09+00:00,0,
0d0e40_d784eb55,0d0e40,1,18,2025-04-25T00:00:00+00:00,2025-04-25T00:32:09+00:00,0,
0d0e46_895e15f9,0d0e46,0,17,2025-03-25T00:00:00+00:00,2025-03-25T00:31:13+00:00,0,
0d0e4b_db1ad37c,0d0e4b,0,9,2025-03-04T00:00:00+00:00,2025-03-04T00:14:56+00:00,0,
0d0e4b_d217b1ba,0d0e4b,1,9,2025-03-13T00:00:00+00:00,2025-03-13T00:14:56+00:00,0,
0d0e4b_ec70819e,0d0e4b,2,9,2025-04-13T00:00:00+00:00,2025-04-13T00:14:56+00:00,0,
0d0e4e_59e56e8c,0d0e4e,0,7,2025-04-16T00:00:00+00:00,2025-04-16T00:10:38+00:00,0,
0d0e4f_0b5a318f,0d0e4f,0,29,2025-05-23T00:00:00+00:00,2025-05-23T00:56:35+00:00,0,
